ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
20222,2,2,3,2,2,3,5,2,3,2,3,3,2,2,2
20251,3,2,3,3,4,2,5,2,3,4,3,2,2,3,2
20267,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
20270,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2
20280,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1
20286,3,3,3,1,2,2,2,3,3,1,2,3,3,3,2
20317,4,2,2,3,2,2,5,2,2,2,3,3,2,2,2
20323,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2
20346,2,1,3,1,2,2,2,1,1,1,1,2,2,1,3
20368,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2
20371,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
20405,2,2,1,4,1,2,1,2,3,2,2,2,2,2,2
20423,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
20473,2,1,4,1,2,4,3,1,2,1,3,2,2,2,1
20489,3,4,4,2,3,2,3,3,3,3,4,4,3,3,3
20506,2,2,2,3,3,2,4,2,2,1,3,3,3,2,1
20527,3,2,3,2,1,2,5,3,3,3,2,3,2,3,3
20550,4,3,4,2,2,3,2,2,2,2,3,3,2,2,2
20561,2,1,2,1,2,2,2,2,2,2,3,3,2,1,2
20562,2,2,1,1,1,1,2,1,1,1,1,3,1,1,1
20580,3,1,2,2,2,2,1,3,2,2,4,2,3,2,2
20651,3,4,3,3,3,2,3,3,4,3,4,3,4,3,3
20655,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2
20668,2,2,1,2,2,3,2,1,1,1,1,2,2,1,3
20777,2,2,2,3,2,3,2,2,3,2,3,3,2,2,3
20788,2,1,1,1,2,1,2,1,1,1,2,4,1,1,1
20802,3,2,2,2,2,3,5,2,2,2,4,4,3,2,2
20815,3,3,2,2,2,2,3,2,2,3,3,3,2,3,2
20826,3,3,4,2,2,3,2,2,2,2,2,3,3,2,3
20843,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2
20857,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
20863,3,2,2,1,1,2,2,4,4,4,2,3,2,3,3
20883,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2
20889,3,2,2,1,1,2,5,4,4,4,2,3,2,4,2
20915,3,2,4,3,4,4,2,4,4,4,3,4,2,2,3
20949,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2
20978,1,1,1,1,1,1,2,2,2,2,1,3,1,1,2
20987,4,2,2,1,3,4,3,4,3,2,2,3,2,3,4
20988,2,2,2,2,2,4,2,2,2,4,3,3,2,2,2
21038,2,2,2,1,1,2,2,2,3,3,2,3,2,2,2
21081,3,2,2,3,3,2,3,2,2,2,2,3,2,2,3
21134,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1
21137,3,2,2,2,2,2,2,2,2,2,3,4,2,2,2
21151,3,2,3,2,2,2,3,2,2,3,4,3,2,2,2
21157,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
21175,3,3,2,3,3,3,4,4,4,4,3,4,3,4,3
21199,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1
21200,3,3,4,3,3,3,2,3,2,3,4,4,4,3,3
21213,4,2,4,3,3,4,5,4,4,4,4,4,4,4,4
21214,2,2,3,2,2,2,1,1,3,2,3,3,2,2,2
21287,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
21305,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2
21306,4,2,2,4,3,2,4,3,2,2,4,3,2,2,2
21361,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2
21445,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2
21469,2,2,2,2,2,1,5,2,2,1,2,2,2,2,1
21470,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2
21471,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
21738,2,2,3,2,2,2,1,2,2,2,2,3,2,2,2
22116,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1
22132,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2
22510,3,2,2,2,2,2,1,2,3,3,2,4,3,2,3
22558,2,2,3,2,2,2,2,2,2,2,4,3,2,2,2
22577,1,1,2,1,1,1,5,2,3,3,2,1,1,3,3
22664,3,4,3,3,3,3,3,3,1,1,3,3,2,2,3
22666,3,3,4,3,3,3,2,1,1,2,2,2,2,2,3
22707,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
23076,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2
23210,4,4,2,2,2,3,5,4,4,2,4,4,3,2,2
23403,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
23543,3,4,4,3,4,4,3,3,4,3,4,3,3,2,3
23595,2,2,2,1,1,1,1,2,2,2,3,4,2,2,3
23818,4,2,2,1,3,2,1,3,2,1,2,2,2,3,2
23839,3,3,4,3,2,3,2,3,4,2,3,3,4,2,3
24043,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2
24052,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
24240,2,3,2,2,2,2,3,2,3,2,3,3,2,2,2
24601,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
24683,3,2,4,4,2,3,2,2,2,3,2,3,2,2,3
24957,2,2,2,3,2,2,1,2,2,2,2,2,3,2,2
25194,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2
25340,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1
25444,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25514,3,2,2,3,4,2,2,3,2,2,3,3,3,3,3
25555,2,2,2,2,2,2,5,3,4,3,3,3,2,3,2
25814,2,2,2,2,1,2,1,1,1,2,2,3,2,2,2
25947,2,3,3,2,1,2,2,2,2,2,3,3,2,1,2
26105,3,2,2,2,1,3,2,2,3,3,2,2,2,2,3
26113,2,2,2,2,2,2,2,2,2,3,4,4,2,2,2
26134,3,2,2,3,2,4,4,4,3,2,3,3,2,4,3
26145,2,3,2,3,2,3,2,2,2,3,3,3,2,2,2
26152,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2
26154,4,3,2,3,3,4,5,4,4,4,3,3,2,3,4
26161,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2
26429,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2
26506,4,2,2,2,2,4,2,1,1,1,4,4,2,1,4
26581,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2
26616,2,2,2,2,2,2,2,3,2,3,4,4,2,2,2
26740,1,2,1,1,1,3,1,1,1,2,2,4,1,1,1
27065,2,2,3,2,3,3,5,2,1,1,2,2,2,2,2
27304,3,2,4,2,3,3,3,2,2,2,3,3,2,2,3
27386,3,3,3,2,2,3,3,4,4,4,2,2,2,3,3
27530,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
27701,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
27724,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2
27728,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2
27765,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2
27922,3,2,3,2,2,2,3,4,4,4,4,2,3,3,1
28027,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
28095,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2
28154,2,2,3,3,2,2,2,4,2,2,4,4,2,3,3
28242,2,2,2,2,2,2,5,2,1,2,3,3,2,2,1
28307,3,2,2,3,2,2,3,4,4,4,3,3,3,4,3
28316,2,1,1,2,2,2,5,1,1,1,2,3,2,1,2
28490,4,4,4,4,2,4,5,4,3,3,4,3,2,3,3
28591,3,3,2,2,3,2,5,2,2,2,3,4,2,2,2
28613,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2
28641,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
28646,2,2,2,2,2,2,5,1,1,1,2,2,2,1,2
28696,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
28797,3,3,4,2,2,3,2,1,1,1,2,3,2,1,3
29022,2,2,3,2,2,2,5,2,2,2,2,3,2,2,2
29068,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1
29689,3,4,2,2,3,3,3,3,2,2,3,2,3,2,2
29710,1,2,1,1,2,2,5,1,1,1,2,2,2,2,2
29746,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2
30119,4,1,1,1,4,2,3,1,1,1,4,3,3,2,2
30228,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2
30406,3,2,2,2,2,2,1,2,4,2,3,4,2,2,1
30741,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2
30763,3,3,4,2,2,3,2,3,3,4,4,2,2,2,3
30790,3,2,3,4,3,3,4,3,2,2,4,4,3,2,2
30914,4,3,4,3,3,3,2,4,4,4,3,3,3,3,3
30960,2,2,1,1,2,2,5,2,2,2,3,2,2,1,4
31099,3,1,2,2,2,2,4,2,4,2,4,4,2,2,2
31415,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2
31474,2,3,2,2,1,2,2,2,2,2,2,3,3,2,3
31837,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2
32098,2,2,2,4,2,3,4,3,4,4,3,3,3,4,4
32376,2,2,2,2,3,3,3,2,4,2,3,4,3,2,2
32415,4,4,4,4,3,4,4,4,1,1,3,3,4,4,2
32425,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
32604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32889,2,2,2,2,2,3,1,1,1,2,3,3,1,1,1
33110,2,3,3,2,2,2,3,2,2,3,3,3,2,2,2
33139,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2
33499,3,2,4,4,2,2,2,4,2,2,2,2,2,3,2
33674,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1
33775,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
34110,4,4,4,4,3,3,3,4,4,1,2,3,3,4,4
34257,4,2,2,2,3,4,2,4,4,2,3,2,2,4,3
34547,2,1,3,1,1,2,5,3,2,1,2,2,2,1,2
35075,2,3,3,3,2,2,5,2,2,2,3,3,2,2,2
35211,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
35368,2,2,2,1,1,2,1,2,3,2,2,2,1,1,2
35407,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2
35470,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2
35537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35643,3,2,3,3,3,3,4,3,2,4,3,2,3,3,2
35656,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
35661,2,2,3,2,1,4,2,1,1,1,1,3,2,1,4
36315,4,3,3,2,2,3,5,3,2,2,2,4,2,3,3
36754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36767,2,3,2,3,2,2,3,2,3,2,2,2,2,3,2
36940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
37017,1,1,2,2,2,2,3,2,2,2,2,2,2,3,2
37045,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
37133,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2
37220,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
37296,3,2,4,2,3,2,3,3,3,4,4,4,2,4,4
37523,2,1,2,1,2,2,2,3,3,3,2,3,2,2,2
37637,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2
38150,2,2,2,2,2,2,3,2,3,3,3,2,3,3,2
38489,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2
38490,2,2,2,3,1,2,2,2,1,3,2,4,2,2,2
38618,2,1,3,3,2,1,5,1,1,1,2,3,2,1,2
38707,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
38729,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1
38738,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
38756,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
38768,3,3,2,3,2,3,5,3,3,3,3,3,2,2,3
38858,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
38880,2,2,3,1,1,2,3,2,2,2,3,4,2,2,2
38883,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2
38888,4,2,3,2,2,4,5,4,4,4,4,4,4,4,4
38951,4,3,4,3,3,3,4,4,3,4,4,3,4,4,4
38953,2,2,3,2,2,2,2,4,4,3,4,3,2,3,3
38955,2,2,2,2,2,2,4,2,2,2,3,3,2,2,2
38960,1,1,3,1,2,2,2,1,1,1,2,2,2,1,2
38995,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
38999,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2
39001,2,1,2,1,2,2,3,2,2,2,2,3,2,2,2
39008,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2
39009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39010,2,2,2,2,2,2,5,1,1,1,2,2,1,2,2
39012,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
39026,3,2,3,3,3,3,2,2,2,3,3,2,2,2,3
39057,2,3,3,2,3,2,3,3,2,2,3,2,2,3,3
39065,3,2,2,2,2,4,3,2,2,2,3,3,2,2,3
39086,2,1,1,1,1,1,1,1,1,1,2,4,1,1,2
39123,3,2,4,2,2,2,4,3,3,4,4,3,2,2,2
39126,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2
39133,2,2,2,2,3,2,2,1,3,2,2,3,2,2,2
39138,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1
39148,1,2,2,1,2,2,2,2,2,2,2,3,1,1,1
39156,3,4,2,2,3,2,4,2,2,2,4,3,3,2,2
39178,2,2,3,1,2,2,5,2,2,2,2,2,2,3,2
4429,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2
6002,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2
6155,2,2,2,2,2,2,5,2,3,2,2,3,2,3,2
7054,2,2,1,1,2,2,2,2,1,2,3,2,2,2,2
14486,3,4,2,2,2,2,5,1,1,1,3,3,2,1,2
15149,2,1,2,2,2,2,5,2,2,2,3,3,1,1,2
16925,2,2,2,2,1,1,1,2,3,3,2,3,2,2,2
20639,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
20779,3,4,2,1,1,2,5,2,2,2,4,2,2,2,2
21017,2,3,2,3,2,2,2,1,1,1,2,2,2,2,2
33903,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3
39122,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1
3545,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2
4211,3,3,2,2,2,3,2,1,1,1,2,3,3,1,2
10991,2,2,1, ,2,2,1,2,1,1,3,3,2,2,2
13417,3,2,2,2,2,2,3,2,2,2,3,4,3,2,2
17440,4,2,2,2,2,2,2,4,4,3,4,4,2,2,2
37890,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2
1764,2,1,1,2,4,3,4,1,1,2,4,4,3,4,2
2040,4,4,4,3,2,2,4,4,4,4,2,2,2,4,4
4448,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2
4477,2,1,1,1,2,2,2,2,2,2,2,3,1,2,2
5018,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3
5944,2,2,2,2,1,2,2,2,3,2,2,2,2,2,3
9026,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2
10021,2,1,2,2,2,2,3,2,3,3,2,3,2,2,4
10263,2,2,2,2,2,2,3,2,2,2,3,4,2,2,3
11622,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
11946,3,1,2,2,2,3,2,3,3,2,4,3,2,2,4
14333,3,2,2,2,2,2,2,4,3,3,4,3,2,3,3
16697,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2
20133,2,1,2,1,1,2,1,3,3,4,2,2,1,2,2
21443,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2
29196,3,1,3,1,1,1,1,2,2,2,3,4,1,2,2
53,2,2,2,1,1,2,2,3,3,3,2,3,2,3,2
59,2,2,3,2,2,3,2,2,2,2,3,2,2,2,3
112,2,2,1,2,2,2,2,2,2,3,2,1,2,2,3
1197,2,2,2,2,1,3,5,1,2,1,2,2,1,2,2
1253,2,4,2,2,4,2,3,2,2,2,2,2,2,2,2
1374,4,4,2,2,3,3,4,4,4,4,4,4,2,3,4
1398,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2
1399,2,3,3,2,2,2,4,2,2,2,4,4,2,2,3
1465,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2
1723,2,2,2,3,2,2,2,1,3,1,2,2,2,1,3
2583,2,3,2,2,2,2,2,1,1,1,2,2,2,2,2
2593,2,2,2,2,2,2,5,2,3,2,3,4,2,2,2
2601,4,2,4,2,2,2,3,4,4,4,4,4,4,4,2
3096,2,2,2,3,2,3,2,2,3,2,3,4,2,2,3
3371,1,1,2,1,2,1,1,1,3,1,2,2,2,1,2
3938,2,4,1,1,1,3,1,3,3,1,2,3,1,2,2
4069,2,2,2,2,2,2,3,2,2,2,3,4,2,2,2
4136,3,2,3,2,2,2,2,4,2,4,4,4,2,2,2
4186,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2
4189,2,2,1,1,1,2,1,2,2,2,2,3,2,2,1
4218,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
4226,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1
4788,2,1,2,2,4,2,2,1,1,1,2,3,2,1,2
4805,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
4934,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2
5002,4,4,4,4,4,3,2,4,4,4,4,4,3,3,3
5005,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
5031,2,3,3,2,1,2,3,2,1,1,3,3,1,2,2
5095,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1
5493,3,3,3,3,3,3,2,2,2,2,4,3,2,3,3
5862,2,2,3,2,2,2,2,3,2,2,3,3,2,3,2
6064,3,3,2,2,2,3,5,1,1,1,2,1,3,1,3
6095,3,2,3,2,2,4,2,2,2,2,2,2,2,2,2
6179,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1
6192,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
6194,3,3,2,2,4,2,4,2,1,1,3,2,2,2,2
6247,3,2,2,3,2,2,2,2,2,3,2,1,2,2,2
6292,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2
6319,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
6400,2,3,3,2,3,3,2,2,2,2,2,3,3,2,3
7428,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
7525,4,4,2,3,4,2,4,3,2,2,3,3,3,3,3
7816,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3
7923,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8393,3,2,2,3,3,2,2,2,1,1,2,2,2,2,2
8561,3,2,2,2,2,3,5,4,4,4,2,2,2,3,3
8563,3,2,1,2,3,3,2,3,3,2,3,3,1,2,2
8635,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
9328,2,2,2,2,1,2,2,2,1,2,3,3,2,2,2
9519,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
9563,2,1,1,1,1,2,5,2,2,2,1,2,1,2,1
9587,3,3,2,3,4,2,2,3,3,2,2,2,2,2,2
9664,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2
9680,3,2,2,2,2,2,3,2,2,1,3,3,2,2,2
9706,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
9730,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2
9749,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2
10552,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2
10632,3,3,2,2,1,2,2,4,4,4,3,4,2,4,3
10804,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
11056,3,2,2,2,2,3,3,4,4,3,4,4,2,3,2
11187,1,2,1,1,1,2,5,2,2,1,2,2,1,2,1
11276,3,3,2,3,3,2,3,3,2,2,2,3,3,3,2
11677,3,2,2,1,1,3,3,3,3,2,2,2,3,2,3
11745,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3
12191,3,2,1,1,1,2,5,3,3,3,3,3,2,3,3
12233,2,2,3,2,3,1,5,3,3,3,2,2,2,2,2
12300,4,3,4,4,3,3,3,3,2,2,3,4,2,4,3
12496,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2
12512,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2
12587,2,2,2,2,3,2,1,1,1,3,2,3,2,1,1
12597,3,2,2,2,3,2,2,2,2,2,3,4,2,2,2
12625,2,2,2,2,1,2,3,2,2,2,3,3,2,2,2
12761,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2
12762,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1
12956,3,2,2,2,2,2,5,2,2,2,2,3,2,2,2
13167,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1
13242,2,1,1,1,1,2,1,1,3,1,2,2,2,2,2
13542,3,2,3,3,2,3,2,2,2,2,3,3,3,2,4
13561,4,2,2,2,2,2,2,3,3,4,4,4,2,3,2
13750,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2
14339,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2
14436,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
14600,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2
14617,3,3,2,2,3,2,2,2,3,2,4,4,2,2,3
14627,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1
14642,2,2,2,2,1,2,2,1,1,1,3,3,2,1,3
15191,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2
15301,2,1,3,2,2,2,2,3,3,4,3,3,2,2,2
16030,2,3,2,1,1,2,1,3,3,3,2,2,2,3,2
16062,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
16167,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1
16295,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2
16381,4,2,2,2,4,3,3,2,2,1,4,4,3,1,4
16425,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
16832,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1
17252,4,4,4,4,4,3,5,4,4,2,2,2,2,2,2
17370,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
17455,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2
17539,2,3,2,2,2,3,2,2,4,3,3,3,2,2,2
17550,2,2,2,2,2,3,2,3,3,2,2,3,2,3,2
17553,2,3,2,4,2,2,1,1,1,1,4,3,3,2,2
17585,1,1,3,1,1,2,5,2,2,2,2,1,1,1,2
17606,2,3,2,2,1,2,2,1,1,1,2,2,1,2,2
17627,4,4,2,3,4,3,4,3,3,3,4,4,3,4,4
17648,4,3,4,2,4,3,4,2,2,3,2,3,2,2,3
17651,1,2,2,2,2,2,5,1,1,1,2,2,2,2,2
17658,2,2,3,2,1,2,2,1,1,1,3,4,2,1,2
17690,3,2,3,2,2,2,2,4,3,2,3,2,2,3,3
18504,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1
18634,2,2,2,1,2,2,2,2,2,2,3,4,3,2,2
18776,3,3,3,2,2,3,3,3,3,3,4,4,3,3,4
19739,3,2,2,2,3,2,2,2,2,2,4,4,2,2,4
19972,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2
19987,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1
20156,2,1,1,1,2,2,2,1,1,2,2,3,2,2,1
20165,4,4,3,3,4,3,4,4,1,1,2,2,4,2,3
20195,3,2,2,2,3,2,2,2,2,2,3,3,3,2,3
20273,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20297,1,1,2,2,2,2,2,1,1,1,2,3,3,1,2
20316,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
20337,2,3,2,3,3,2,3,3,4,3,3,3,3,3,3
20340,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2
20362,3,2,2,2,2,2,5,2,2,2,4,3,2,2,2
20375,2,2,2,2,2,2,2,2,3,2,2,3,2,2,1
20421,4,4,4,1,3,2,1,1,1,1,2,2,2,1,2
20430,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2
20548,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4
20726,3,3,3,2,2,3,2,2,2,2,3,4,2,2,3
20756,2,1,1,1,2,2,5,1,1,2,2,3,2,2,2
20831,1,2,1,2,2,3,2,2,3,2,2,3,2,2,2
20977,1,1,2,2,2,1,2,2,3,1,2,2,2,1,2
21004,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
21149,2,1,2,1,2,2,5,2,2,3,2,2,2,2,2
21166,2,1,2,2,1,2,2,2,2,2,2,3,2,2,1
21211,3,2,2,2,1,4,4,4,3,3,4,4,2,3,3
21320,3,4,2,3,2,2,2,2,2,2,2,3,2,2,2
21324,2,2,2,2,2,2,2,3,3,4,3,3,2,3,3
21354,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2
21429,3,3,2,4,4,2,2,2,2,2,4,4,4,2,2
21759,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
21901,4,4,4,2,2,2,4,4,2,2,3,3,4,4,4
22313,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
22621,2,2,2,1,1,2,2,4,4,2,3,2,2,3,2
23788,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2
24239,3,3,2,3,3,3,3,2,2,2,2,2,3,2,2
24675,2,2,2,2,2,2,2,3,3,2,3,2,2,3,2
24752,2,2,2,2,3,2,2,1,1,1,2,1,2,1,2
25454,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2
26163,2,2,2,1,2,2,1,3,2,3,2,4,2,1,1
26275,4,2,2,2,2,3,2,4,4,4,4,4,2,2,2
26342,2,3,2,2,2,2,2,2,3,1,2,2,2,2,3
26396,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
26408,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
26836,4,3,3,3,3,3,2,2,2,3,4,4,4,4,4
27756,2,1,2,1,2,1,3,2,2,1,2,3,2,2,2
28004,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1
28276,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
28589,2,1,2,2,2,2,2,3,3,2,3,4,2,3,1
28838,2,1,1,2,2,2,2,1,1,1,2,4,2,2,2
29247,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2
30318,3,3,2,2,4,3,3,4,4,2,2,2,3,3,2
30432,3,2,3,2,2,2,2,2,2,3,3,2,2,2,2
30540,1,1,2,1,3,2,2,1,2,1,2,2,3,1,1
30556,2,3,2,3,3,3,3,2,2,2,3,2,3,2,2
30671,3,2,2,2,2,2,3,4,4,3,2,2,2,2,2
30934,2,3,2,2,2,2,3,2,3,2,2,4,2,2,2
30954,4,4,4,2,2,4,5,4,4,4,3,2,2,3,4
31253,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2
31288,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
32172,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
32436,2,2,2,2,2,2,5,2,3,3,3,3,3,3,3
32712,3,2,2,2,2,2,5,2,2,2,4,4,2,2,2
33692,2,1,1,1,1,3,1,1,1,1,1,3,2,2,2
34108,2,3,2,2,2,2,2,3,3,2,2,3,2,3,2
34285,3,2,3,2,2,3,2,3,3,2,2,3,2,2,2
34292,3,3,2,2,3,3,3,3,1,1,2,2,3,3,3
34311,3,3,2,2,3,2,3,3,3,2,3,3,2,2,2
34323,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
34910,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2
35051,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1
