insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
2019-04-14 11:02:56,MADRID,BARCELONA,2019-05-23 13:25:00,2019-05-23 16:24:00,AVE-TGV,49.55,Turista,Promo
2019-04-23 01:37:15,MADRID,VALENCIA,2019-05-08 15:10:00,2019-05-08 16:52:00,AVE,27.8,Turista,Promo
2019-04-14 18:31:29,MADRID,BARCELONA,2019-05-31 08:00:00,2019-05-31 10:30:00,AVE,68.65,Turista,Promo
2019-04-16 20:20:16,BARCELONA,MADRID,2019-04-29 18:25:00,2019-04-29 20:55:00,AVE,68.65,Turista,Promo
2019-04-12 02:16:48,MADRID,BARCELONA,2019-04-29 06:30:00,2019-04-29 09:20:00,AVE,,Preferente,Promo
2019-05-08 07:02:26,MADRID,SEVILLA,2019-05-09 21:25:00,2019-05-10 00:10:00,AV City,,,
2019-04-15 22:09:32,VALENCIA,MADRID,2019-05-03 17:30:00,2019-05-03 23:58:00,MD-LD,32.4,Turista con enlace,Promo +
2019-05-05 21:05:27,VALENCIA,MADRID,2019-05-13 09:50:00,2019-05-13 17:28:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-13 11:22:08,MADRID,VALENCIA,2019-05-26 20:40:00,2019-05-26 22:24:00,AVE,,Turista,Promo
2019-04-16 10:34:32,VALENCIA,MADRID,2019-04-24 07:40:00,2019-04-24 09:20:00,AVE,,Preferente,Promo
2019-04-25 03:43:31,MADRID,BARCELONA,2019-05-30 12:30:00,2019-05-30 15:30:00,AVE,75.4,Turista,Promo
2019-04-12 20:13:51,MADRID,SEVILLA,2019-04-28 09:00:00,2019-04-28 11:38:00,AVE,,Turista,Promo
2019-04-27 03:10:19,VALENCIA,MADRID,2019-05-13 14:10:00,2019-05-13 15:48:00,AVE,33.65,Turista,Promo
2019-05-04 11:27:20,SEVILLA,MADRID,2019-05-31 11:45:00,2019-05-31 14:17:00,AVE,69.4,Preferente,Promo
2019-05-08 13:10:18,MADRID,SEVILLA,2019-06-02 13:10:00,2019-06-02 20:51:00,MD-LD,,Preferente,Promo
2019-04-21 01:19:02,BARCELONA,MADRID,2019-05-17 08:00:00,2019-05-17 11:10:00,AVE,85.1,Turista,Promo
2019-04-22 11:20:14,VALENCIA,MADRID,2019-05-04 09:00:00,2019-05-04 11:33:00,ALVIA,49.7,Turista,Promo
2019-05-02 21:39:06,MADRID,PONFERRADA,2019-05-16 12:20:00,2019-05-16 18:52:00,LD-MD,34.35,Turista con enlace,Promo +
2019-05-06 17:45:24,MADRID,PONFERRADA,2019-05-26 14:40:00,2019-05-26 18:33:00,AVE-MD,59.6,Turista con enlace,Flexible
2019-04-21 07:34:24,BARCELONA,MADRID,2019-05-22 16:00:00,2019-05-22 19:10:00,AVE,80.15,Turista Plus,Promo
2019-04-21 12:30:49,VALENCIA,MADRID,2019-05-30 08:00:00,2019-05-30 09:47:00,AVE,21.95,Turista,Promo
2019-04-21 13:04:02,MADRID,SEVILLA,2019-05-26 11:00:00,2019-05-26 13:32:00,AVE,76.3,Turista,Flexible
2019-05-01 01:15:42,BARCELONA,MADRID,2019-05-12 12:00:00,2019-05-12 15:10:00,AVE,98.0,Preferente,Promo
2019-04-24 12:17:46,MADRID,BARCELONA,2019-05-28 15:00:00,2019-05-28 17:30:00,AVE,68.65,Turista,Promo
2019-05-05 01:38:28,VALENCIA,MADRID,2019-05-06 17:30:00,2019-05-06 23:58:00,MD-LD,32.4,Turista con enlace,Promo +
2019-04-19 13:06:24,MADRID,BARCELONA,2019-04-24 10:30:00,2019-04-24 13:15:00,AVE,107.7,Turista,Flexible
2019-04-26 19:17:54,BARCELONA,MADRID,2019-05-29 13:25:00,2019-05-29 16:10:00,AVE,75.4,Turista,Promo
2019-04-14 22:28:38,SEVILLA,MADRID,2019-05-24 19:19:00,2019-05-24 21:59:00,INTERCITY,62.2,Turista,Flexible
2019-05-09 09:30:49,SEVILLA,MADRID,2019-07-07 19:45:00,2019-07-07 22:17:00,AVE,53.4,Turista,Promo
2019-04-16 13:14:07,MADRID,SEVILLA,2019-04-16 19:00:00,2019-04-16 21:38:00,AVE,76.3,Turista,Flexible
2019-05-03 13:33:21,MADRID,SEVILLA,2019-05-23 08:30:00,2019-05-23 11:14:00,ALVIA,,Turista,Promo
2019-04-23 12:14:08,BARCELONA,MADRID,2019-04-24 06:25:00,2019-04-24 08:55:00,AVE,88.95,Turista,Promo
2019-04-15 07:14:04,PONFERRADA,MADRID,2019-04-20 13:44:00,2019-04-20 19:21:00,LD,,,
2019-04-28 17:45:37,BARCELONA,MADRID,2019-05-13 09:03:00,2019-05-13 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-19 01:35:13,MADRID,VALENCIA,2019-04-29 19:40:00,2019-04-29 21:29:00,AVE,66.55,Preferente,Promo
2019-04-14 15:18:26,MADRID,SEVILLA,2019-05-25 07:00:00,2019-05-25 09:55:00,AV City,49.15,Turista,Promo
2019-05-07 01:40:49,SEVILLA,MADRID,2019-05-06 08:35:00,2019-05-06 15:26:00,LD-MD,34.35,Turista con enlace,Promo +
2019-04-26 13:39:54,PONFERRADA,MADRID,2019-05-20 06:11:00,2019-05-20 11:57:00,LD,,Turista,Promo
2019-04-18 02:18:43,MADRID,VALENCIA,2019-05-31 06:45:00,2019-05-31 08:38:00,AVE,33.65,Turista,Promo
2019-04-19 20:33:59,MADRID,SEVILLA,2019-05-15 11:00:00,2019-05-15 13:32:00,AVE,60.3,Turista,Promo
2019-05-05 21:47:06,MADRID,SEVILLA,2019-05-14 13:10:00,2019-05-14 20:51:00,MD-LD,34.35,Turista con enlace,Promo +
2019-04-25 19:26:04,VALENCIA,MADRID,2019-04-28 14:10:00,2019-04-28 15:48:00,AVE,57.75,Turista,Promo
2019-04-19 21:15:35,PONFERRADA,MADRID,2019-04-27 02:36:00,2019-04-27 09:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-23 22:06:08,MADRID,VALENCIA,2019-05-07 16:55:00,2019-05-07 21:58:00,AVE-LD,39.25,Turista con enlace,Promo
2019-05-08 05:52:44,PONFERRADA,MADRID,2019-05-28 13:44:00,2019-05-28 19:21:00,LD,32.9,Turista con enlace,Promo
2019-04-25 03:27:32,MADRID,VALENCIA,2019-05-13 16:55:00,2019-05-13 21:58:00,AVE-LD,39.25,Turista con enlace,Promo
2019-05-08 11:21:10,SEVILLA,MADRID,2019-06-13 17:45:00,2019-06-13 20:17:00,AVE,60.3,Turista,Promo
2019-04-20 17:23:34,MADRID,SEVILLA,2019-05-22 18:35:00,2019-05-22 21:08:00,ALVIA,67.2,Turista,Flexible
2019-04-22 22:32:30,MADRID,VALENCIA,2019-05-21 07:40:00,2019-05-21 09:20:00,AVE,57.75,Turista,Promo
2019-05-07 03:13:39,BARCELONA,MADRID,2019-06-12 07:00:00,2019-06-12 09:30:00,AVE,,Turista,Promo
2019-04-16 22:09:51,MADRID,VALENCIA,2019-05-10 12:21:00,2019-05-10 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-14 06:27:57,MADRID,VALENCIA,2019-04-17 09:10:00,2019-04-17 10:58:00,AVE,57.75,Turista,Promo
2019-05-09 05:00:25,VALENCIA,MADRID,2019-05-15 18:10:00,2019-05-15 19:57:00,AVE,73.1,Turista,Flexible
2019-04-28 07:13:57,MADRID,SEVILLA,2019-05-30 16:30:00,2019-05-30 18:51:00,AVE,76.3,Turista,Flexible
2019-04-22 02:18:16,VALENCIA,MADRID,2019-05-15 19:15:00,2019-05-15 21:01:00,AVE,57.75,Turista,Promo
2019-04-14 00:04:34,MADRID,BARCELONA,2019-04-17 16:00:00,2019-04-17 18:30:00,AVE,88.95,Turista,Promo
2019-04-29 01:11:38,MADRID,SEVILLA,2019-05-15 16:00:00,2019-05-15 18:30:00,AVE,47.3,Turista,Promo
2019-04-14 15:11:07,MADRID,BARCELONA,2019-05-05 20:30:00,2019-05-05 23:40:00,AVE,,Preferente,Promo
2019-04-22 15:05:51,MADRID,SEVILLA,2019-05-05 08:30:00,2019-05-05 11:14:00,ALVIA,,Turista,Flexible
2019-04-29 01:05:13,MADRID,VALENCIA,2019-05-19 09:40:00,2019-05-19 11:24:00,AVE,39.45,Turista,Promo
2019-04-13 05:07:51,MADRID,BARCELONA,2019-04-17 07:15:00,2019-04-17 16:37:00,R. EXPRES,,Turista,Adulto ida
2019-05-08 07:44:24,MADRID,BARCELONA,2019-06-09 21:25:00,2019-06-09 23:55:00,AVE,75.4,Turista,Promo
2019-04-22 11:39:57,MADRID,SEVILLA,2019-05-02 13:30:00,2019-05-02 16:05:00,ALVIA,,Turista,Promo
2019-04-12 04:23:39,MADRID,BARCELONA,2019-04-22 07:30:00,2019-04-22 10:40:00,AVE,85.1,Turista,Promo
2019-04-28 21:27:34,PONFERRADA,MADRID,2019-05-18 02:36:00,2019-05-18 09:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-30 05:09:08,MADRID,VALENCIA,2019-05-26 09:40:00,2019-05-26 11:24:00,AVE,39.45,Turista,Promo
2019-04-23 09:14:47,BARCELONA,MADRID,2019-05-20 05:50:00,2019-05-20 08:20:00,AVE,85.1,Turista,Promo
2019-04-26 13:02:54,MADRID,SEVILLA,2019-05-29 17:00:00,2019-05-29 19:38:00,AVE,76.3,Turista,Flexible
2019-05-07 01:25:03,MADRID,SEVILLA,2019-05-09 12:00:00,2019-05-09 14:32:00,AVE,76.3,Turista,Flexible
2019-04-15 19:09:47,MADRID,BARCELONA,2019-05-23 08:20:00,2019-05-23 11:05:00,AVE,75.4,Turista,Promo
2019-05-05 01:02:40,VALENCIA,MADRID,2019-05-11 17:10:00,2019-05-11 18:50:00,AVE,57.75,Turista,Promo
2019-05-02 17:45:40,MADRID,BARCELONA,2019-05-27 13:25:00,2019-05-27 16:24:00,AVE-TGV,75.4,Turista,Promo
2019-04-22 15:23:45,SEVILLA,MADRID,2019-04-25 08:45:00,2019-04-25 11:15:00,AVE,76.3,Turista,Flexible
2019-04-19 01:29:26,MADRID,VALENCIA,2019-04-27 15:30:00,2019-04-27 22:31:00,AVE-MD,71.0,Turista con enlace,Flexible
2019-04-20 13:20:52,SEVILLA,MADRID,2019-05-04 11:45:00,2019-05-04 14:17:00,AVE,60.3,Turista,Promo
2019-04-17 03:15:38,MADRID,BARCELONA,2019-05-08 07:30:00,2019-05-08 10:40:00,AVE,85.1,Turista,Promo
2019-04-29 01:03:37,MADRID,VALENCIA,2019-06-03 12:21:00,2019-06-03 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-26 19:23:11,SEVILLA,MADRID,2019-05-29 18:45:00,2019-05-29 21:17:00,AVE,69.4,Preferente,Promo
2019-04-30 19:19:21,MADRID,VALENCIA,2019-05-22 16:55:00,2019-05-22 21:58:00,AVE-LD,33.65,Turista con enlace,Promo
2019-04-21 12:11:53,BARCELONA,MADRID,2019-05-03 17:00:00,2019-05-03 19:45:00,AVE,107.7,Turista,Flexible
2019-04-20 02:34:18,MADRID,SEVILLA,2019-05-14 09:45:00,2019-05-14 12:27:00,INTERCITY,62.2,Turista,Flexible
2019-04-20 17:33:36,VALENCIA,MADRID,2019-04-26 21:05:00,2019-04-26 23:32:00,INTERCITY,43.75,Turista,Promo
2019-05-01 05:12:23,MADRID,VALENCIA,2019-05-10 09:40:00,2019-05-10 11:24:00,AVE,45.3,Turista,Promo
2019-04-13 21:10:06,SEVILLA,MADRID,2019-04-25 12:18:00,2019-04-25 14:56:00,ALVIA,,Turista,Promo
2019-04-17 01:34:35,VALENCIA,MADRID,2019-04-24 09:50:00,2019-04-24 17:28:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-14 03:26:34,MADRID,SEVILLA,2019-05-09 13:30:00,2019-05-09 16:05:00,ALVIA,,Turista,Promo
2019-04-23 16:11:20,BARCELONA,MADRID,2019-05-13 12:50:00,2019-05-13 15:45:00,AVE-TGV,66.75,Turista,Promo
2019-05-05 13:44:51,MADRID,BARCELONA,2019-05-29 07:30:00,2019-05-29 10:40:00,AVE,85.1,Turista,Promo
2019-04-12 15:14:38,MADRID,SEVILLA,2019-04-27 13:10:00,2019-04-27 20:51:00,MD-LD,,Turista con enlace,Promo
2019-04-13 15:27:33,MADRID,BARCELONA,2019-05-21 07:20:00,2019-05-21 09:50:00,AVE,100.4,Turista,Promo
2019-04-24 00:39:51,BARCELONA,MADRID,2019-04-30 09:00:00,2019-04-30 11:45:00,AVE,85.1,Turista,Promo
2019-04-17 22:31:09,BARCELONA,MADRID,2019-05-15 17:00:00,2019-05-15 19:45:00,AVE,90.5,Turista Plus,Promo
2019-04-20 07:16:31,BARCELONA,MADRID,2019-05-03 15:25:00,2019-05-03 17:55:00,AVE,78.8,Turista,Promo
2019-04-14 13:19:41,MADRID,VALENCIA,2019-05-19 20:40:00,2019-05-19 22:24:00,AVE,51.15,Turista,Promo
2019-04-15 01:06:37,VALENCIA,MADRID,2019-05-21 09:00:00,2019-05-21 11:33:00,ALVIA,35.5,Turista,Promo
2019-04-23 17:28:35,MADRID,SEVILLA,2019-05-01 08:30:00,2019-05-01 11:14:00,ALVIA,,Turista,Flexible
2019-04-15 13:32:09,VALENCIA,MADRID,2019-04-23 16:15:00,2019-04-23 17:55:00,AVE,39.45,Turista,Promo
2019-05-02 15:04:29,MADRID,SEVILLA,2019-05-19 14:00:00,2019-05-19 16:32:00,AVE,53.4,Turista,Promo
2019-04-14 04:53:06,SEVILLA,MADRID,2019-04-19 15:45:00,2019-04-19 18:15:00,AVE,53.4,Turista,Promo
2019-04-14 16:30:16,BARCELONA,MADRID,2019-04-27 08:25:00,2019-04-27 10:55:00,AVE,78.8,Turista,Promo
2019-05-01 15:03:54,MADRID,BARCELONA,2019-05-24 11:30:00,2019-05-24 14:40:00,AVE,85.1,Turista,Promo
2019-05-05 21:22:33,PONFERRADA,MADRID,2019-05-16 06:11:00,2019-05-16 10:15:00,ALVIA,33.5,Turista,Promo
2019-04-22 03:12:32,PONFERRADA,MADRID,2019-04-27 11:44:00,2019-04-27 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
2019-04-18 21:36:06,SEVILLA,MADRID,2019-04-23 08:35:00,2019-04-23 15:26:00,LD-MD,34.35,Turista con enlace,Promo +
2019-05-05 09:20:34,MADRID,VALENCIA,2019-05-14 15:40:00,2019-05-14 17:22:00,AVE,51.15,Turista,Promo
2019-04-15 07:07:05,MADRID,VALENCIA,2019-05-03 15:40:00,2019-05-03 17:22:00,AVE,57.75,Turista,Promo
2019-04-26 01:46:56,BARCELONA,MADRID,2019-05-01 15:00:00,2019-05-01 17:45:00,AVE,66.75,Turista,Promo
2019-04-22 20:14:48,VALENCIA,MADRID,2019-06-03 06:38:00,2019-06-03 14:20:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-22 12:12:04,MADRID,VALENCIA,2019-05-24 17:10:00,2019-05-24 18:54:00,AVE,66.55,Preferente,Promo
2019-05-09 13:17:48,VALENCIA,MADRID,2019-05-29 06:38:00,2019-05-29 14:20:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-16 20:25:39,MADRID,VALENCIA,2019-05-01 11:10:00,2019-05-01 13:25:00,INTERCITY,,Preferente,Promo
2019-04-20 02:48:12,BARCELONA,MADRID,2019-04-28 17:00:00,2019-04-28 19:45:00,AVE,90.5,Turista Plus,Promo
2019-04-23 11:18:28,BARCELONA,MADRID,2019-05-19 16:25:00,2019-05-19 18:55:00,AVE,88.95,Turista,Promo
2019-04-29 21:02:06,MADRID,SEVILLA,2019-05-22 11:05:00,2019-05-22 13:41:00,ALVIA,,Turista,Promo
2019-05-02 23:05:03,MADRID,SEVILLA,2019-05-20 15:00:00,2019-05-20 17:21:00,AVE,47.3,Turista,Promo
2019-04-14 15:00:29,BARCELONA,MADRID,2019-05-31 19:25:00,2019-05-31 21:55:00,AVE,98.55,Preferente,Promo
2019-05-02 07:42:43,MADRID,SEVILLA,2019-05-03 16:00:00,2019-05-03 18:30:00,AVE,76.3,Turista,Flexible
2019-04-22 07:31:29,SEVILLA,MADRID,2019-05-03 12:40:00,2019-05-03 15:23:00,AVE,69.4,Preferente,Promo
2019-04-20 09:22:31,MADRID,SEVILLA,2019-05-07 15:00:00,2019-05-07 17:21:00,AVE,47.3,Turista,Promo
2019-04-24 12:09:56,MADRID,SEVILLA,2019-05-18 14:00:00,2019-05-18 16:32:00,AVE,60.3,Turista,Promo
2019-04-12 08:06:10,MADRID,SEVILLA,2019-04-25 19:00:00,2019-04-25 21:38:00,AVE,69.4,Preferente,Promo
2019-04-18 11:34:50,MADRID,VALENCIA,2019-04-20 21:10:00,2019-04-20 23:03:00,AVE,51.15,Turista,Promo
2019-04-20 10:46:15,MADRID,BARCELONA,2019-05-16 06:30:00,2019-05-16 09:20:00,AVE,49.55,Turista,Promo
2019-04-16 16:18:50,BARCELONA,MADRID,2019-05-13 09:03:00,2019-05-13 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-22 03:26:08,BARCELONA,MADRID,2019-05-22 18:25:00,2019-05-22 20:55:00,AVE,100.4,Turista,Promo
2019-04-19 05:34:36,SEVILLA,MADRID,2019-05-07 14:45:00,2019-05-07 17:15:00,AVE,69.4,Preferente,Promo
2019-04-15 23:19:21,VALENCIA,MADRID,2019-05-04 06:38:00,2019-05-04 13:37:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-04 21:10:38,MADRID,BARCELONA,2019-05-11 15:30:00,2019-05-11 18:40:00,AVE,90.5,Turista Plus,Promo
2019-04-17 19:03:25,MADRID,SEVILLA,2019-05-24 21:25:00,2019-05-25 00:10:00,AV City,62.2,Turista,Flexible
2019-05-06 03:37:04,MADRID,SEVILLA,2019-05-29 07:00:00,2019-05-29 09:32:00,AVE,53.4,Turista,Promo
2019-04-20 08:45:35,MADRID,PONFERRADA,2019-04-23 12:20:00,2019-04-23 18:52:00,LD-MD,34.35,Turista con enlace,Promo +
2019-04-20 04:10:23,SEVILLA,MADRID,2019-05-19 10:45:00,2019-05-19 13:17:00,AVE,60.3,Turista,Promo
2019-05-07 17:44:40,MADRID,BARCELONA,2019-06-06 21:25:00,2019-06-06 23:55:00,AVE,85.1,Turista,Promo
2019-04-18 02:09:24,BARCELONA,MADRID,2019-05-26 19:00:00,2019-05-26 22:00:00,AVE,85.1,Turista,Promo
2019-04-27 07:13:05,BARCELONA,MADRID,2019-05-20 12:00:00,2019-05-20 15:10:00,AVE,107.7,Turista,Flexible
2019-04-19 03:42:36,SEVILLA,MADRID,2019-04-28 19:19:00,2019-04-28 21:59:00,INTERCITY,,Turista,Flexible
2019-04-18 23:21:00,VALENCIA,MADRID,2019-05-10 06:20:00,2019-05-10 10:36:00,INTERCITY,25.75,Turista,Promo
2019-04-16 07:31:14,BARCELONA,MADRID,2019-05-16 06:25:00,2019-05-16 08:55:00,AVE,78.8,Turista,Promo
2019-04-17 08:08:15,BARCELONA,MADRID,2019-05-01 06:05:00,2019-05-01 09:15:00,AVE,66.75,Turista,Promo
2019-04-20 03:46:15,SEVILLA,MADRID,2019-05-13 18:45:00,2019-05-13 21:17:00,AVE,60.3,Turista,Promo
2019-04-27 13:14:27,MADRID,BARCELONA,2019-05-02 05:50:00,2019-05-02 08:55:00,AVE,58.15,Turista,Promo
2019-05-09 01:27:04,MADRID,VALENCIA,2019-05-15 14:10:00,2019-05-15 16:03:00,AVE,39.45,Turista,Promo
2019-04-19 12:02:35,BARCELONA,MADRID,2019-05-22 16:25:00,2019-05-22 18:55:00,AVE,127.1,Turista,Flexible
2019-04-22 21:23:02,VALENCIA,MADRID,2019-05-10 17:10:00,2019-05-10 18:50:00,AVE,57.75,Turista,Promo
2019-04-15 20:35:20,SEVILLA,MADRID,2019-05-22 20:36:00,2019-05-22 23:14:00,ALVIA,67.2,Turista,Flexible
2019-05-08 03:43:24,BARCELONA,MADRID,2019-05-29 12:00:00,2019-05-29 15:10:00,AVE,107.7,Turista,Flexible
2019-04-14 18:31:03,MADRID,BARCELONA,2019-05-26 13:25:00,2019-05-26 16:24:00,AVE-TGV,85.1,Turista,Promo
2019-04-13 00:09:05,MADRID,SEVILLA,2019-05-19 19:30:00,2019-05-19 22:05:00,AVE,,Preferente,Promo
2019-04-11 23:33:00,MADRID,VALENCIA,2019-06-04 16:05:00,2019-06-04 22:47:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-05 11:13:05,MADRID,BARCELONA,2019-05-10 15:30:00,2019-05-10 18:40:00,AVE,107.7,Turista,Flexible
2019-04-21 21:33:06,MADRID,VALENCIA,2019-04-23 06:45:00,2019-04-23 08:38:00,AVE,57.75,Turista,Promo
2019-04-22 04:10:21,MADRID,BARCELONA,2019-05-14 07:30:00,2019-05-14 10:40:00,AVE,85.1,Turista,Promo
2019-04-21 20:19:28,MADRID,VALENCIA,2019-05-07 09:10:00,2019-05-07 10:58:00,AVE,45.3,Turista,Promo
2019-04-15 10:09:07,MADRID,BARCELONA,2019-05-27 17:00:00,2019-05-27 19:30:00,AVE,88.95,Turista,Promo
2019-04-13 11:04:15,MADRID,BARCELONA,2019-04-19 16:30:00,2019-04-19 19:15:00,AVE,,Turista Plus,Promo
2019-04-18 11:30:15,MADRID,VALENCIA,2019-04-26 14:10:00,2019-04-26 16:03:00,AVE,66.55,Preferente,Promo
2019-05-08 04:03:57,SEVILLA,MADRID,2019-06-01 08:45:00,2019-06-01 11:15:00,AVE,69.35,Preferente,Promo
2019-05-04 13:25:41,MADRID,SEVILLA,2019-05-26 14:00:00,2019-05-26 16:32:00,AVE,53.4,Turista,Promo
2019-04-13 11:25:20,MADRID,SEVILLA,2019-05-26 11:00:00,2019-05-26 13:32:00,AVE,,Turista,Flexible
2019-05-06 07:46:03,MADRID,BARCELONA,2019-05-07 08:30:00,2019-05-07 11:15:00,AVE,98.0,Preferente,Promo
2019-04-11 23:26:12,MADRID,VALENCIA,2019-05-31 12:21:00,2019-05-31 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-12 20:13:35,MADRID,SEVILLA,2019-04-27 20:35:00,2019-04-27 23:15:00,AVE,,Turista,Promo
2019-04-23 05:15:23,MADRID,BARCELONA,2019-04-24 16:00:00,2019-04-24 18:30:00,AVE,98.55,Preferente,Promo
2019-04-26 15:14:59,VALENCIA,MADRID,2019-05-23 20:15:00,2019-05-23 21:55:00,AVE,39.45,Turista,Promo
2019-04-25 05:33:08,MADRID,SEVILLA,2019-05-19 19:00:00,2019-05-19 21:38:00,AVE,69.4,Preferente,Promo
2019-05-06 19:18:22,BARCELONA,MADRID,2019-05-09 11:00:00,2019-05-09 17:03:00,LD-AVE,,Turista Plus,Promo
2019-05-03 03:20:15,BARCELONA,MADRID,2019-05-03 21:00:00,2019-05-04 00:02:00,AVE,98.0,Preferente,Promo
2019-04-13 15:14:42,SEVILLA,MADRID,2019-05-08 11:45:00,2019-05-08 14:17:00,AVE,60.3,Turista,Promo
2019-05-07 21:44:53,MADRID,BARCELONA,2019-06-10 20:00:00,2019-06-10 22:30:00,AVE,81.4,Preferente,Promo
2019-04-20 11:48:14,MADRID,VALENCIA,2019-05-08 17:40:00,2019-05-08 19:20:00,AVE,51.15,Turista,Promo
2019-04-23 13:03:58,MADRID,VALENCIA,2019-05-03 12:40:00,2019-05-03 14:20:00,AVE,45.3,Turista,Promo
2019-04-18 04:04:35,MADRID,VALENCIA,2019-06-10 12:21:00,2019-06-10 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-15 19:09:14,MADRID,BARCELONA,2019-05-16 15:00:00,2019-05-16 17:30:00,AVE,58.45,Turista,Promo
2019-04-15 06:46:01,MADRID,VALENCIA,2019-04-29 20:40:00,2019-04-29 22:24:00,AVE,51.15,Turista,Promo
2019-04-19 10:14:52,VALENCIA,MADRID,2019-04-23 16:15:00,2019-04-23 17:55:00,AVE,57.75,Turista,Promo
2019-04-20 00:38:48,SEVILLA,MADRID,2019-04-28 11:45:00,2019-04-28 14:17:00,AVE,101.5,Preferente,Promo
2019-04-22 13:00:49,MADRID,SEVILLA,2019-05-01 18:00:00,2019-05-01 20:32:00,AVE,76.3,Turista,Flexible
2019-05-08 04:48:55,MADRID,SEVILLA,2019-05-23 18:35:00,2019-05-23 21:08:00,ALVIA,,Turista,Flexible
2019-04-23 16:34:31,MADRID,VALENCIA,2019-05-16 12:21:00,2019-05-16 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-26 05:05:00,MADRID,SEVILLA,2019-05-06 13:00:00,2019-05-06 15:40:00,AVE,53.4,Turista,Promo
2019-05-05 11:29:03,VALENCIA,MADRID,2019-05-13 07:40:00,2019-05-13 09:20:00,AVE,51.15,Turista,Promo
2019-04-13 20:22:49,SEVILLA,MADRID,2019-05-06 14:45:00,2019-05-06 17:15:00,AVE,76.3,Turista,Flexible
2019-04-15 08:19:03,SEVILLA,MADRID,2019-05-21 19:19:00,2019-05-21 21:59:00,INTERCITY,62.2,Turista,Flexible
2019-04-22 04:20:51,VALENCIA,MADRID,2019-05-28 14:50:00,2019-05-28 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-28 07:41:48,MADRID,VALENCIA,2019-05-07 16:45:00,2019-05-07 18:50:00,ALVIA,46.15,Preferente,Promo
2019-04-27 07:12:46,BARCELONA,MADRID,2019-05-23 18:25:00,2019-05-23 20:55:00,AVE,68.65,Turista,Promo
2019-04-17 13:09:10,MADRID,BARCELONA,2019-04-26 06:30:00,2019-04-26 09:20:00,AVE,66.75,Turista,Promo
2019-04-21 23:15:22,VALENCIA,MADRID,2019-04-29 16:15:00,2019-04-29 17:55:00,AVE,27.8,Turista,Promo
2019-04-21 16:23:36,MADRID,VALENCIA,2019-04-26 16:55:00,2019-04-26 21:58:00,AVE-LD,,Turista,Flexible
2019-04-24 09:43:43,BARCELONA,MADRID,2019-05-23 18:00:00,2019-05-23 21:10:00,AVE,90.5,Turista Plus,Promo
2019-04-15 22:09:32,VALENCIA,MADRID,2019-04-17 19:10:00,2019-04-17 20:50:00,AVE,66.55,Preferente,Promo
2019-04-28 23:13:42,MADRID,SEVILLA,2019-05-08 20:35:00,2019-05-08 23:15:00,AVE,53.4,Turista,Promo
2019-04-12 08:05:18,MADRID,SEVILLA,2019-05-21 07:00:00,2019-05-21 09:32:00,AVE,60.3,Turista,Promo
2019-04-12 12:08:39,MADRID,BARCELONA,2019-05-13 17:00:00,2019-05-13 19:30:00,AVE,,Turista,Promo
2019-04-21 11:45:45,BARCELONA,MADRID,2019-04-30 18:00:00,2019-04-30 21:10:00,AVE,102.15,Turista Plus,Promo
2019-04-29 19:22:56,VALENCIA,MADRID,2019-05-16 09:00:00,2019-05-16 11:33:00,ALVIA,35.5,Turista,Promo
2019-04-23 00:45:55,MADRID,BARCELONA,2019-05-02 16:30:00,2019-05-02 19:15:00,AVE,66.75,Turista,Promo
2019-04-21 07:53:47,VALENCIA,MADRID,2019-05-14 14:50:00,2019-05-14 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-17 22:21:41,MADRID,PONFERRADA,2019-04-23 14:40:00,2019-04-23 18:52:00,AVE-LD,62.4,Turista con enlace,Flexible
2019-04-28 01:24:41,VALENCIA,MADRID,2019-05-20 14:50:00,2019-05-20 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-29 07:30:05,MADRID,VALENCIA,2019-05-23 17:40:00,2019-05-23 19:20:00,AVE,66.55,Preferente,Promo
2019-04-28 19:00:49,MADRID,SEVILLA,2019-05-06 07:00:00,2019-05-06 09:32:00,AVE,76.3,Turista,Flexible
2019-04-21 02:53:55,MADRID,BARCELONA,2019-05-22 17:00:00,2019-05-22 19:30:00,AVE,100.4,Turista,Promo
2019-04-17 16:31:25,VALENCIA,MADRID,2019-04-30 06:38:00,2019-04-30 14:20:00,REGIONAL,28.35,Turista,Adulto ida
